927.23	368.60	332.99	460.08	462.35	35.89
894.01	419.75	581.80	673.89	380.50	28.22
939.14	657.41	354.16	414.29	618.75	12.08
919.98	554.07	563.18	355.84	602.72	44.09
951.29	480.50	682.02	519.98	551.81	36.64
886.00	615.90	342.39	325.36	685.47	17.89
895.49	402.79	696.07	333.84	655.21	47.28
956.33	469.84	429.26	318.53	664.20	39.71
884.15	415.30	463.41	481.36	529.51	14.11
892.08	304.37	640.34	452.27	498.46	33.23
887.03	334.57	394.46	474.29	520.07	48.06
908.32	624.35	433.23	671.30	493.57	43.38
909.63	475.34	330.17	464.88	428.81	15.49
951.78	644.84	500.99	365.99	505.13	36.28
875.00	300.00	300.00	300.00	300.00	10.00
875.00	300.00	300.00	300.00	300.00	50.00
875.00	300.00	300.00	300.00	700.00	10.00
875.00	300.00	300.00	300.00	700.00	50.00
875.00	300.00	300.00	700.00	300.00	10.00
875.00	300.00	300.00	700.00	300.00	50.00
875.00	300.00	300.00	700.00	700.00	10.00
875.00	300.00	300.00	700.00	700.00	50.00
875.00	300.00	700.00	300.00	300.00	10.00
875.00	300.00	700.00	300.00	300.00	50.00
875.00	300.00	700.00	300.00	700.00	10.00
875.00	300.00	700.00	300.00	700.00	50.00
875.00	300.00	700.00	700.00	300.00	10.00
875.00	300.00	700.00	700.00	300.00	50.00
875.00	300.00	700.00	700.00	700.00	10.00
875.00	300.00	700.00	700.00	700.00	50.00
875.00	700.00	300.00	300.00	300.00	10.00
875.00	700.00	300.00	300.00	300.00	50.00
875.00	700.00	300.00	300.00	700.00	10.00
875.00	700.00	300.00	300.00	700.00	50.00
875.00	700.00	300.00	700.00	300.00	10.00
875.00	700.00	300.00	700.00	300.00	50.00
875.00	700.00	300.00	700.00	700.00	10.00
875.00	700.00	300.00	700.00	700.00	50.00
875.00	700.00	700.00	300.00	300.00	10.00
875.00	700.00	700.00	300.00	300.00	50.00
875.00	700.00	700.00	300.00	700.00	10.00
875.00	700.00	700.00	300.00	700.00	50.00
875.00	700.00	700.00	700.00	300.00	10.00
875.00	700.00	700.00	700.00	300.00	50.00
875.00	700.00	700.00	700.00	700.00	10.00
875.00	700.00	700.00	700.00	700.00	50.00
965.00	300.00	300.00	300.00	300.00	10.00
965.00	300.00	300.00	300.00	300.00	50.00
965.00	300.00	300.00	300.00	700.00	10.00
965.00	300.00	300.00	300.00	700.00	50.00
965.00	300.00	300.00	700.00	300.00	10.00
965.00	300.00	300.00	700.00	300.00	50.00
965.00	300.00	300.00	700.00	700.00	10.00
965.00	300.00	300.00	700.00	700.00	50.00
965.00	300.00	700.00	300.00	300.00	10.00
965.00	300.00	700.00	300.00	300.00	50.00
965.00	300.00	700.00	300.00	700.00	10.00
965.00	300.00	700.00	300.00	700.00	50.00
965.00	300.00	700.00	700.00	300.00	10.00
965.00	300.00	700.00	700.00	300.00	50.00
965.00	300.00	700.00	700.00	700.00	10.00
965.00	300.00	700.00	700.00	700.00	50.00
965.00	700.00	300.00	300.00	300.00	10.00
965.00	700.00	300.00	300.00	300.00	50.00
965.00	700.00	300.00	300.00	700.00	10.00
965.00	700.00	300.00	300.00	700.00	50.00
965.00	700.00	300.00	700.00	300.00	10.00
965.00	700.00	300.00	700.00	300.00	50.00
965.00	700.00	300.00	700.00	700.00	10.00
965.00	700.00	300.00	700.00	700.00	50.00
965.00	700.00	700.00	300.00	300.00	10.00
965.00	700.00	700.00	300.00	300.00	50.00
965.00	700.00	700.00	300.00	700.00	10.00
965.00	700.00	700.00	300.00	700.00	50.00
965.00	700.00	700.00	700.00	300.00	10.00
965.00	700.00	700.00	700.00	300.00	50.00
965.00	700.00	700.00	700.00	700.00	10.00
965.00	700.00	700.00	700.00	700.00	50.00
